Year,Name,College,POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Win-Loss Record,Round,Pick,Team,Age,To,AP1,PB,St,CarAV,DrAV,Solo,Int,Sacks,Drafted
2008.0,James McClinton,Kansas,DT,72.0,293.0,5.54,23.0,21.5,97.0,4.73,7.5,7-5-0,,,,,,,,,,,,,,U
2008.0,Justin McKinney,Kansas State,CB,69.38,188.0,4.61,11.0,29.5,109.0,,,5-6-0,,,,,,,,,,,,,,U
2008.0,Ogemdi Nwagbuo,Michigan State,DT,75.13,300.0,,,,,,,5-6-0,,,,,,,,,,,,,,U
2008.0,Steve Octavien,Nebraska,OLB,71.63,238.0,4.74,26.0,29.5,118.0,,,8-4-0,,,,,,,,,,,,,,U
2008.0,Chase Ortiz,Texas Christian,DE,74.0,249.0,4.91,24.0,29.5,108.0,4.23,7.03,11-1-0,,,,,,,,,,,,,,U
2008.0,D.J. Parker,Virginia Tech,FS,71.25,192.0,4.63,19.0,29.0,111.0,4.44,6.94,11-2-0,,,,,,,,,,,,,,U
2008.0,Marcus Richardson,Troy (AL),OLB,72.0,235.0,,,,,,,4-7-0,,,,,,,,,,,,,,U
2008.0,Matterral Richardson,Arkansas,CB,71.0,194.0,4.76,14.0,,114.0,4.36,7.01,4-7-0,,,,,,,,,,,,,,U
2008.0,David Roach,Texas Christian,FS,72.38,210.0,4.56,16.0,38.0,123.0,4.15,6.88,11-1-0,,,,,,,,,,,,,,U
2008.0,Darrell Robertson,Georgia Tech,DE,75.88,255.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2008.0,Jamie Silva,Boston College,SS,70.75,204.0,4.87,,31.5,112.0,,,9-3-0,,,,,,,,,,,,,,U
2008.0,Matthew Slater,Texas,FS,70.63,195.0,,,,,,,13-0-0,,,,,,,,,,,,,,U
2008.0,Dorian Smith,Oregon State,DE,73.5,264.0,5.07,24.0,27.5,105.0,4.73,7.52,5-6-0,,,,,,,,,,,,,,U
2008.0,Brandon Sumrall,Southern Mississippi,CB,69.88,195.0,4.67,,30.5,123.0,4.1,6.76,7-5-0,,,,,,,,,,,,,,U
2008.0,Darnell Terrell,Missouri,CB,73.75,203.0,4.49,15.0,34.0,125.0,,,7-5-0,,,,,,,,,,,,,,U
2008.0,Marcus Walker,Oklahoma,CB,70.38,191.0,4.57,,35.5,122.0,4.07,6.8,8-4-0,,,,,,,,,,,,,,U
2008.0,Nehemiah Warrick,Michigan State,FS,72.88,211.0,4.58,16.0,29.5,119.0,4.09,6.98,5-6-0,,,,,,,,,,,,,,U
2008.0,Nick Watkins,Clemson,OLB,72.5,223.0,4.8,17.0,25.0,108.0,4.72,7.97,8-4-0,,,,,,,,,,,,,,U
2008.0,Bobbie Williams,Bethune-Cookman (FL),FS,72.25,214.0,,,,,,,,,,,,,,,,,,,,,U
2008.0,D.J. Wolfe,Oklahoma,SS,71.13,207.0,4.66,,28.0,112.0,4.32,7.02,8-4-0,,,,,,,,,,,,,,U
2008.0,Wesley Woodyard,Kentucky,OLB,72.4,227.0,4.53,,30.0,118.0,4.25,7.15,3-8-0,,,,,,,,,,,,,,U
2008.0,Jonathan Zenon,Louisiana State,CB,71.8,191.0,4.64,,33.0,,,,11-2-0,,,,,,,,,,,,,,U
2009.0,Kevin Akins,Boston College,OLB,74.0,218.0,4.82,15.0,31.5,117.0,4.15,6.78,9-3-0,,,,,,,,,,,,,,U
2009.0,Antonio Appleby,Virginia,ILB,75.5,245.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2009.0,Chris Baker,Hampton (VA),DT,74.0,326.0,4.94,24.0,35.5,106.0,4.9,8.06,,,,,,,,,,,,,,,U
2009.0,Darry Beckwith,Louisiana State,ILB,72.38,234.0,4.75,23.0,26.5,110.0,4.5,7.39,11-2-0,,,,,,,,,,,,,,U
2009.0,Michael Bennett,Texas A&M,DE,75.5,274.0,5.0,24.0,31.0,110.0,,,5-6-0,,,,,,,,,,,,,,U
2009.0,Demonte Bolden,Tennessee,DT,75.25,285.0,5.04,,31.5,109.0,4.78,7.5,5-6-0,,,,,,,,,,,,,,U
2009.0,Jonathan Casillas,Wisconsin,OLB,73.13,228.0,4.5,24.0,,,,,10-3-0,,,,,,,,,,,,,,U
2009.0,Emanuel Cook,South Carolina,SS,69.75,197.0,4.57,18.0,35.0,116.0,,,7-5-0,,,,,,,,,,,,,,U
2009.0,Rulon Davis,California,DE,76.75,281.0,5.0,20.0,30.0,111.0,,,8-4-0,,,,,,,,,,,,,,U
2009.0,Pannel Egboh,Stanford,DE,77.75,276.0,4.9,26.0,31.5,116.0,4.4,7.24,5-6-0,,,,,,,,,,,,,,U
2009.0,Maurice Evans,Penn State,DE,73.5,274.0,5.0,17.0,29.0,107.0,4.57,7.32,11-1-0,,,,,,,,,,,,,,U
2009.0,Marlon Favorite,Louisiana State,DT,72.88,317.0,5.12,26.0,,,,,11-2-0,,,,,,,,,,,,,,U
2009.0,Anthony Felder,California,ILB,73.88,233.0,4.69,28.0,,116.0,,,8-4-0,,,,,,,,,,,,,,U
2009.0,Rob Francois,Iowa State,OLB,74.13,244.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2009.0,Adrian Grady,Louisville,DT,73.38,298.0,5.19,31.0,32.0,105.0,4.72,7.68,9-3-0,,,,,,,,,,,,,,U
2009.0,Macho Harris,Rutgers,CB,71.25,198.0,4.73,,33.5,118.0,3.98,6.68,7-5-0,,,,,,,,,,,,,,U
2009.0,Sunny Harris,Michigan State,DT,75.75,298.0,5.05,28.0,25.5,106.0,4.87,8.18,5-6-0,,,,,,,,,,,,,,U
2009.0,Sammie Hill,Stillman (AL),DT,75.88,329.0,5.17,27.0,28.0,109.0,4.97,7.89,,,,,,,,,,,,,,,U
2009.0,Lendy Holmes,Oklahoma,FS,72.0,206.0,4.69,16.0,32.0,112.0,4.32,7.28,8-4-0,,,,,,,,,,,,,,U
2009.0,Ziggy Hood,Missouri,DT,74.88,300.0,4.97,34.0,33.0,108.0,4.55,7.5,7-5-0,,,,,,,,,,,,,,U
2009.0,Mortty Ivy,West Virginia,ILB,73.5,248.0,4.88,18.0,25.5,104.0,4.75,7.35,11-1-0,,,,,,,,,,,,,,U
2009.0,Tim Jamison,Michigan,DE,74.5,256.0,5.07,21.0,30.0,107.0,4.6,7.56,7-5-0,,,,,,,,,,,,,,U
2009.0,Bruce Johnson,Miami (FL),CB,69.5,170.0,4.49,6.0,34.5,125.0,4.05,6.71,9-3-0,,,,,,,,,,,,,,U
2009.0,Domonique Johnson,Jackson State (MS),CB,74.0,198.0,4.5,7.0,32.0,116.0,4.3,7.0,,,,,,,,,,,,,,,U
2009.0,Will Johnson,Michigan,DE,76.13,281.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2009.0,Mitch King,Iowa,DT,73.5,280.0,4.83,23.0,33.5,109.0,4.58,7.6,7-5-0,,,,,,,,,,,,,,U
2009.0,Joshua Leonard,Michigan State,DT,74.38,298.0,,,,,,,5-6-0,,,,,,,,,,,,,,U
2009.0,Aaron Lewis,Texas,DE,75.13,277.0,,,,,,,13-0-0,,,,,,,,,,,,,,U
2009.0,Orion Martin,Virginia Tech,DE,74.25,262.0,4.81,24.0,32.0,108.0,4.63,7.9,11-2-0,,,,,,,,,,,,,,U
2009.0,Josh Mauga,Nevada,ILB,73.38,243.0,,,,,,,9-3-0,,,,,,,,,,,,,,U
2009.0,Marcus McClinton,Kentucky,FS,72.25,210.0,4.51,16.0,37.0,120.0,4.22,7.45,3-8-0,,,,,,,,,,,,,,U
2009.0,Khalif Mitchell,East Carolina (NC),DT,77.0,318.0,5.08,30.0,30.0,109.0,4.71,7.45,5-6-0,,,,,,,,,,,,,,U
2009.0,Wopamo Osaisai,Stanford,CB,69.75,197.0,,14.0,,,,,5-6-0,,,,,,,,,,,,,,U
2009.0,Christopher Owens,San Jose State,CB,69.75,181.0,4.44,14.0,34.5,110.0,4.16,6.93,,,,,,,,,,,,,,,U
2009.0,Ryan Palmer,Texas,CB,68.13,190.0,4.54,16.0,36.5,121.0,4.29,7.12,13-0-0,,,,,,,,,,,,,,U
2009.0,Everette Pedescleaux,Northern Iowa,DE,77.38,305.0,,,,,,,,,,,,,,,,,,,,,U
2009.0,Derek Pegues,Mississippi State,FS,69.63,199.0,4.63,23.0,36.0,119.0,4.3,7.08,3-8-0,,,,,,,,,,,,,,U
2009.0,Zach Potter,Nebraska,DE,78.75,279.0,4.9,20.0,31.0,106.0,4.48,7.75,8-4-0,,,,,,,,,,,,,,U
2009.0,Lee Robinson,Alcorn State (MS),OLB,74.25,249.0,4.71,24.0,32.5,113.0,4.67,7.57,,,,,,,,,,,,,,,U
2009.0,Lydell Sargeant,Penn State,CB,68.88,190.0,4.49,15.0,35.0,117.0,4.21,7.0,11-1-0,,,,,,,,,,,,,,U
2009.0,C.J. Spillman,Marshall (WV),FS,72.0,197.0,4.45,,41.5,122.0,4.33,7.05,4-7-0,,,,,,,,,,,,,,U
2009.0,Derek Walker,Illinois,DE,75.75,268.0,4.98,24.0,37.5,115.0,4.41,7.31,2-9-0,,,,,,,,,,,,,,U
2009.0,Pierre Walters,Eastern Illinois,DE,76.25,269.0,,,,,,,,,,,,,,,,,,,,,U
2009.0,Otis Wiley,Michigan State,SS,73.0,213.0,,,,,,,5-6-0,,,,,,,,,,,,,,U
2009.0,Worrell Williams,California,ILB,70.75,240.0,4.83,23.0,35.0,111.0,,,8-4-0,,,,,,,,,,,,,,U
2009.0,DeAngelo Willingham,Tennessee,FS,71.25,217.0,,,,,,,5-6-0,,,,,,,,,,,,,,U
2009.0,Morris Wooten,Arizona State,ILB,71.63,231.0,5.0,15.0,,117.0,,,7-5-0,,,,,,,,,,,,,,U
2009.0,Jahi Word-Daniels,Georgia Tech,CB,72.0,197.0,4.59,24.0,35.5,122.0,,,7-5-0,,,,,,,,,,,,,,U
2010.0,Rahim Alem,Louisiana State,DE,74.63,251.0,4.75,,30.5,106.0,4.8,7.54,11-2-0,,,,,,,,,,,,,,U
2010.0,Charles Alexander,Louisiana State,DT,75.63,300.0,,,,,,,11-2-0,,,,,,,,,,,,,,U
2010.0,Jon Amaya,Nevada,FS,72.75,203.0,4.51,8.0,28.0,118.0,,,9-3-0,,,,,,,,,,,,,,U
2010.0,Jonathon Amaya,Nebraska,FS,72.75,203.0,4.6,8.0,28.0,118.0,,,8-4-0,,,,,,,,,,,,,,U
2010.0,Lucien Antoine,Oklahoma State,SS,72.5,215.0,4.62,28.0,32.0,120.0,4.47,7.38,4-7-0,,,,,,,,,,,,,,U
2010.0,Kevin Basped,Nevada,DE,76.5,258.0,4.75,26.0,29.0,104.0,4.88,7.54,9-3-0,,,,,,,,,,,,,,U
2010.0,Jason Beauchamp,Nevada Las Vegas,ILB,75.0,244.0,4.89,21.0,39.5,120.0,,7.1,,,,,,,,,,,,,,,U
2010.0,Kyle Bosworth,UCLA,OLB,72.63,236.0,4.69,25.0,32.5,117.0,4.11,6.67,10-2-0,,,,,,,,,,,,,,U
2010.0,Navorro Bowman,Penn State,OLB,72.5,242.0,4.7,26.0,29.5,115.0,4.59,6.91,11-1-0,,,,,,,,,,,,,,U
2010.0,Cornelius Brown,Texas-El Paso,CB,70.88,198.0,4.59,11.0,31.5,118.0,4.24,6.87,8-4-0,,,,,,,,,,,,,,U
2010.0,Benjamin Burney,Michigan State,CB,70.63,202.0,,,,,,,5-6-0,,,,,,,,,,,,,,U
2010.0,Lee Campbell,Minnesota,ILB,74.38,247.0,4.88,17.0,34.0,108.0,4.4,7.27,7-5-0,,,,,,,,,,,,,,U
2010.0,Chris Chancellor,Clemson,CB,69.13,177.0,4.49,14.0,34.0,115.0,4.07,6.85,8-4-0,,,,,,,,,,,,,,U
2010.0,Barry Church,Toledo,SS,73.5,222.0,4.69,19.0,36.0,121.0,4.17,6.65,9-3-0,,,,,,,,,,,,,,U
2010.0,Justin Cole,San Jose State,OLB,75.13,242.0,4.76,22.0,34.5,117.0,4.42,7.13,,,,,,,,,,,,,,,U
2010.0,Antonio Coleman,Auburn,OLB,73.5,255.0,4.87,18.0,,113.0,,,9-3-0,,,,,,,,,,,,,,U
2010.0,Harry Coleman,Louisiana State,SS,73.5,211.0,4.56,13.0,33.0,115.0,4.42,7.24,11-2-0,,,,,,,,,,,,,,U
2010.0,Nate Collins,Virginia,DT,74.0,290.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2010.0,Ryan DImperio,Rutgers,ILB,73.38,241.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2010.0,Jeffrey Fitzgerald,Kansas State,DE,75.63,270.0,,,,,,,5-6-0,,,,,,,,,,,,,,U
2010.0,Junior Galette,Stillman (AL),OLB,73.75,257.0,4.77,25.0,33.5,113.0,4.16,7.04,,,,,,,,,,,,,,,U
2010.0,Marshay Green,Mississippi,CB,68.88,180.0,4.73,,35.5,124.0,4.11,6.66,3-8-0,,,,,,,,,,,,,,U
2010.0,Chris Hawkins,Louisiana State,CB,72.13,187.0,4.43,16.0,35.0,118.0,4.46,6.91,11-2-0,,,,,,,,,,,,,,U
2010.0,Carl Ihenacho,San Jose State,OLB,74.0,245.0,4.86,20.0,,,,,,,,,,,,,,,,,,,U
2010.0,Brian Jackson,Oklahoma,CB,72.63,202.0,4.65,20.0,35.5,120.0,4.22,6.76,8-4-0,,,,,,,,,,,,,,U
2010.0,A.J. Jefferson,Frenso State (CA),CB,72.13,193.0,4.42,7.0,44.0,126.0,4.0,6.72,,,,,,,,,,,,,,,U
2010.0,Brett Johnson,California,FS,73.0,194.0,,,,,,,8-4-0,,,,,,,,,,,,,,U
2010.0,George Johnson,Rutgers,DE,76.38,268.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2010.0,Micah Johnson,Kentucky,ILB,73.5,258.0,4.99,31.0,29.0,,,,3-8-0,,,,,,,,,,,,,,U
2010.0,Keaton Kristick,Oregon State,OLB,74.75,234.0,4.7,16.0,34.0,120.0,4.21,6.96,5-6-0,,,,,,,,,,,,,,U
2010.0,Brandon Lang,Troy (AL),DE,75.75,266.0,5.0,20.0,28.5,104.0,4.68,,4-7-0,,,,,,,,,,,,,,U
2010.0,Simoni Lawrence,Minnesota,OLB,72.38,232.0,4.59,21.0,40.0,123.0,4.43,7.3,7-5-0,,,,,,,,,,,,,,U
2010.0,Boris Lee,Troy (AL),ILB,72.5,238.0,4.94,27.0,32.5,112.0,,,4-7-0,,,,,,,,,,,,,,U
2010.0,Chris Maragos,Wisconsin,FS,70.63,200.0,,,,,,,10-3-0,,,,,,,,,,,,,,U
2010.0,Sam Maxwell,Kentucky,OLB,73.63,246.0,4.88,,33.0,108.0,4.52,7.37,3-8-0,,,,,,,,,,,,,,U
2010.0,Kyle McCarthy,Notre Dame,SS,72.0,205.0,4.58,24.0,34.0,117.0,4.13,6.74,9-3-0,,,,,,,,,,,,,,U
2010.0,Albert McClellan,Marshall (WV),ILB,73.0,247.0,4.75,26.0,36.5,119.0,4.21,7.24,4-7-0,,,,,,,,,,,,,,U
2010.0,Mike McLaughlin,Boston College,ILB,72.25,242.0,4.84,29.0,38.5,114.0,4.11,6.85,9-3-0,,,,,,,,,,,,,,U
2010.0,Greg Middleton,Indiana,DE,75.0,268.0,4.96,,38.0,116.0,4.69,7.65,4-7-0,,,,,,,,,,,,,,U
2010.0,Jeromy Miles,Massachusetts,SS,74.0,210.0,,,,,,,,,,,,,,,,,,,,,U
2010.0,Aleric Mullins,North Carolina,DT,73.25,321.0,,,,,,,5-6-0,,,,,,,,,,,,,,U
2010.0,Vince Oghobaase,Duke,DT,77.25,302.0,5.46,27.0,26.0,90.0,,7.84,1-10-0,,,,,,,,,,,,,,U
2010.0,David Pender,Purdue,CB,72.0,180.0,4.37,8.0,39.0,124.0,,,5-6-0,,,,,,,,,,,,,,U
2010.0,Josh Pinkard,Southern California,FS,72.88,214.0,,,,,,,12-1-0,,,,,,,,,,,,,,U
2010.0,Nick Polk,Indiana,FS,71.0,211.0,4.55,14.0,38.0,121.0,,,4-7-0,,,,,,,,,,,,,,U
2010.0,Dennis Rogan,Tennessee,FS,68.88,185.0,4.73,,38.0,118.0,4.1,,5-6-0,,,,,,,,,,,,,,U
2010.0,Devin Ross,Arizona,CB,70.0,183.0,4.64,16.0,40.0,119.0,,7.07,3-8-0,,,,,,,,,,,,,,U
2010.0,Jay Ross,East Carolina (NC),DT,75.0,313.0,5.1,30.0,32.0,100.0,4.64,7.83,5-6-0,,,,,,,,,,,,,,U
2010.0,OBrien Schofield,Wisconsin,OLB,74.25,221.0,,,,,,,10-3-0,,,,,,,,,,,,,,U
2010.0,Quentin Scott,Northern Iowa,FS,75.88,224.0,,,,,,,,,,,,,,,,,,,,,U
2010.0,Malcolm Sheppard,Arkansas,DT,74.13,285.0,5.11,19.0,28.0,100.0,4.78,7.81,4-7-0,,,,,,,,,,,,,,U
2010.0,Sam Shields,Miami (FL),CB,70.75,184.0,,,,,,,9-3-0,,,,,,,,,,,,,,U
2010.0,DAnthony Smith,Louisiana Tech,DT,74.13,304.0,,,,,,,7-4-0,,,,,,,,,,,,,,U
2010.0,Darian Stewart,South Carolina,SS,71.0,213.0,4.53,12.0,37.0,122.0,4.32,,7-5-0,,,,,,,,,,,,,,U
2010.0,Mitch Unrein,Wyoming,DE,75.63,276.0,,,,,,,4-7-0,,,,,,,,,,,,,,U
2010.0,Stephan Virgil,Virginia Tech,CB,70.75,183.0,4.83,12.0,34.0,113.0,4.35,7.11,11-2-0,,,,,,,,,,,,,,U
2010.0,Donovan Warren,Michigan,FS,71.5,193.0,4.62,12.0,,113.0,,,7-5-0,,,,,,,,,,,,,,U
2010.0,Lorenzo Washington,Alabama,DT,76.0,291.0,5.21,25.0,30.0,107.0,4.68,7.4,10-2-0,,,,,,,,,,,,,,U
2010.0,Kion Wilson,South Florida,ILB,72.38,239.0,4.87,27.0,36.5,123.0,4.53,,6-6-0,,,,,,,,,,,,,,U
2010.0,Lindsey Witten,Connecticut,DE,76.5,250.0,4.7,23.0,36.5,115.0,4.62,7.32,5-6-0,,,,,,,,,,,,,,U
2010.0,Justin Woodall,Alabama,SS,73.25,223.0,4.64,13.0,34.0,118.0,4.17,6.88,10-2-0,,,,,,,,,,,,,,U
