Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2004,T.J. Hollowell,Nebraska,OLB,72.4,235,,4.57,,33.5,117,4.09,7.14
2004,Von Hutchins,Mississippi,CB,69.6,185,,4.5,11,34.5,115,4.06,7.05
2004,Scott Jackson,Brigham Young,C,76.1,300,,4.94,28,30.5,105,4.52,7.84
2004,Justin Jenkins,Mississippi State,WR,71.5,213,,4.6,,35,123,4.16,7.47
2004,Leon Joe,Maryland,OLB,72.5,230,,4.51,30,39,,,
2004,Landon Johnson,Purdue,OLB,74,223,,4.65,20,37.5,120,4.08,7.01
2004,Spencer Johnson,Auburn,DT,74.9,286,,5.12,19,30,111,4.53,7.78
2004,Tank Johnson,Washington,DT,74.8,304,,4.74,31,34,114,4.6,7.56
2004,Tony Johnson,Penn State,WR,70.6,202,,4.61,,32.5,118,4.16,7.16
2004,Trevor Johnson,Nebraska,DE,76.6,260,,4.81,23,35.5,110,4.08,7.06
2004,Adrian Jones,Kansas,OT,76.3,296,,4.95,27,31,114,4.58,7.81
2004,Julius Jones,Notre Dame,RB,69.8,217,,4.46,,37.5,121,4.12,6.97
2004,Kevin Jones,Virginia Tech,RB,72.1,227,,4.38,,38,120,,
2004,Maurice Jones,South Florida,OLB,72.8,249,,4.72,26,35.5,118,4.21,7.16
2004,Randy Jordan,Kansas State,CB,72.8,178,,4.61,,33.5,115,4.21,7.34
2004,Carlos Joseph,Miami (FL),OT,77.9,345,,5.25,29,,,,
2004,Mike Karney,Arizona State,FB,71.4,254,,5.02,25,30,103,,
2004,Tommy Kelly,Mississippi State,DE,78,294,,4.87,24,25,105,4.45,7.79
2004,Robert Kent,Jackson State (MS),QB,76.3,222,,4.85,,26.5,110,4.22,7.69
2004,Derrick Knight,Boston College,RB,68.8,209,,4.73,16,31.5,108,,
2004,Niko Koutouvides,Purdue,ILB,74.5,244,,4.73,,30.5,108,3.88,6.98
2004,Craig Krenzel,Ohio State,QB,75.5,228,38,4.84,,28,112,4.08,7.22
2004,Travis Laboy,Hawaii,DE,75.3,263,,4.71,35,35.5,126,4.07,7.01
2004,Nate Lawrie,Yale,TE,78,264,,4.87,23,34,117,4.12,6.71
2004,Nick Leckey,Kansas State,C,74.9,290,,5.23,18,27,97,4.47,7.71
2004,Teddy Lehman,Oklahoma,OLB,73.5,240,,4.55,26,34.5,113,4.06,6.91
2004,Brad Lekkerkerker,UC-Davis,OT,79,317,,5.39,23,27.5,102,4.71,7.94
2004,Rodney Leslie,UCLA,DT,75,309,,5.15,31,,,,
2004,Jeremy LeSueur,Michigan,CB,72,197,,4.55,,35,116,,
2004,Alex Lewis,Wisconsin,OLB,71.8,227,,4.72,25,34.5,121,4.28,7.06
2004,Keith Lewis,Oregon,FS,72.5,204,,4.58,11,37,121,4.07,7.28
2004,Sean Locklear,North Carolina State,OG,76,308,,5.19,27,29,100,4.56,7.85
2004,J.P. Losman,Tulane (LA),QB,74.3,224,31,4.7,,33,116,,
2004,Triandos Luke,Alabama,WR,71,199,,4.43,,38,124,4.17,7.06
2004,Maurice Mann,Nevada,WR,74,191,,4.57,,34,118,,
2004,Eli Manning,Mississippi,QB,76.8,221,39,4.9,,,,,
2004,Luke McCown,Louisiana Tech,QB,75.9,208,24,4.71,,37.5,125,4.21,6.74
2004,Derek McCoy,Colorado,WR,75.3,210,,4.73,,38,128,4.09,7.1
2004,Bobby McCray,Florida,DE,77.8,255,,4.68,27,33.5,,,
2004,Dylan McFarland,Montana,OT,77.9,304,,5.26,31,27.5,98,,
2004,Sean McHugh,Penn State,TE,77.1,264,,4.92,18,29,115,4.09,7.36
2004,Jeris McIntyre,Auburn,WR,71.3,203,,4.51,,29,112,4.08,6.98
2004,Nautyn McKay-Loescher,Alabama,DE,74,260,,4.75,,,,,7.27
2004,Caleb Miller,Arkansas,ILB,75.3,224,,4.71,23,34.5,120,3.93,6.85
2004,Jim Molinaro,Notre Dame,OT,77.9,308,,5.09,21,29.5,105,4.6,7.75
2004,Clarence Moore,Northern Arizona,WR,78,211,,4.55,,34,122,4.21,6.84
2004,Mewelde Moore,Tulane (LA),RB,70.6,209,,4.62,,35,118,4.12,7.05
2004,Johnnie Morant,Syracuse,WR,76,229,,4.54,,41,130,4.22,7.34
2004,John Navarre,Michigan,QB,78,246,24,5.18,,26.5,100,4.46,7.73
2004,James Newson,Oregon State,WR,72.8,213,,4.85,,31.5,116,,7.41
2004,Gabe Nyenhuis,Colorado,DE,75.3,269,,4.78,25,39,124,4.03,6.92
2004,Antwan Odom,Alabama,DE,77.8,274,,4.74,21,37,114,4.44,7.3
2004,Shane Olivea,Ohio State,OT,74.9,302,,5.25,,29,92,4.71,8.25
2004,Igor Olshansky,Oregon,DT,77.3,315,,5.01,41,33.5,110,4.41,7.61
2004,Uyi Osunde,Connecticut,DE,75.1,252,,4.75,33,,,,
2004,Tony Pape,Michigan,OT,78.1,323,,5.35,26,27,97,4.6,8.01
2004,Arnold Parker,Utah,SS,73.9,213,,4.52,18,35.5,120,4.12,6.98
2004,Samie Parker,Oregon,WR,70.4,179,,4.39,,36,,,
2004,Josh Parrish,Washington State,OT,77.9,330,,5.39,20,28,104,4.61,8.24
2004,Jarrett Payton,Miami (FL),RB,72.1,220,,4.61,,31,115,4.31,7.34
2004,Chris Perry,Michigan,RB,72,224,,4.55,19,,,,
2004,Stephen Peterman,Louisiana State,OG,76,312,,5.45,23,24.5,95,4.68,7.87
2004,Jason Peters,Arkansas,TE,76.5,336,,4.99,21,29,115,4.75,7.7
2004,Shaun Phillips,Purdue,DE,75.1,255,,4.83,,33,114,4.23,6.95
2004,Cody Pickett,Washington,QB,75.5,233,19,4.8,,30.5,109,4.3,7.19
2004,Brett Pierce,Stanford,TE,78,250,,4.95,19,27,103,4.39,7.15
2004,Lousaka Polite,Pittsburgh,FB,71.6,246,,4.65,28,32,117,4.18,7.45
2004,Will Poole,Southern California,CB,70.4,194,,4.47,16,,,,
2004,Derrick Pope,Alabama,OLB,70.9,230,,4.69,24,,106,,
2004,Kendyll Pope,Florida State,OLB,73,226,,4.71,,,118,4.26,
2004,Etric Pruitt,Southern Mississippi,FS,72.1,197,,4.59,,39.5,116,4,7.15
2004,Chad Pugh,Texas Christian,DT,74.8,321,,5.44,19,25,98,4.85,8.17
2004,Keiwan Ratliff,Florida,CB,70.1,194,,4.58,11,,,,
2004,Alan Reuber,Texas A&M,OG,78.3,323,,5.52,26,29,98,4.91,7.95
2004,Robert Reynolds,Ohio State,ILB,75.5,251,,4.79,18,32.5,116,3.94,7.17
2004,Lawrence Richardson,Arkansas,CB,69.3,194,,4.63,8,31,112,,
2004,Greg Richmond,Oklahoma State,OLB,73,233,,4.7,17,,,,
2004,Brian Rimpf,East Carolina (NC),OT,77.6,319,,5.4,31,28,105,4.66,7.97
2004,Scott Rislov,San Jose State,QB,73,224,,4.94,,30,119,4.34,7.44
2004,Constantin Ritzmann,Tennessee,DE,75,259,,4.97,24,29,108,4.48,7.39
2004,Philip Rivers,North Carolina State,QB,77,229,30,5.08,,,,,
2004,Dunta Robinson,South Carolina,CB,70.6,186,,4.35,15,36,120,3.75,6.97
2004,Ben Roethlisberger,Miami (OH),QB,76.9,241,25,4.75,,,,,
2004,Jacob Rogers,Southern California,OT,78.1,307,,5.3,30,,,,
2004,Fred Russell,Iowa,RB,67,195,,4.51,21,34,121,4.3,7.09
2004,Rod Rutherford,Pittsburgh,QB,73.6,240,17,4.79,,30.5,110,4.41,7.66
2004,Sean Ryan,Boston College,TE,76.5,268,,4.97,22,32.5,115,,
2004,P.K. Sam,Florida State,WR,75.4,210,,4.53,,34.5,,,7.04
2004,Bob Sanders,Iowa,SS,68.4,204,,4.4,15,41.5,128,3.91,6.7
2004,Matt Schaub,Virginia,QB,77.6,243,30,5.05,,30.5,110,4.62,7.65
2004,Bo Schobel,Texas Christian,DE,77,271,,4.82,25,32.5,109,4.38,6.94
2004,Stuart Schweigert,Purdue,FS,74,218,,4.45,18,38,124,3.89,6.68
2004,Darrion Scott,Ohio State,DE,75.1,289,,4.84,,36.5,118,4.32,
2004,Guss Scott,Florida,SS,70.4,204,,4.49,20,39,124,,
2004,Jake Scott,Idaho,OT,76.9,281,,5.04,24,34.5,110,4.68,7.96
2004,Richard Seigler,Oregon State,ILB,74.3,244,,4.75,25,,,,
2004,Josh Sewell,Nebraska,C,73.6,301,,5.06,30,30,99,4.24,7.53
2004,Jason Shivers,Arizona State,FS,72.5,201,,4.53,19,36,128,,
2004,Andrew Shull,Kansas State,DE,76.6,265,,4.95,16,30.5,107,4.28,7.46
2004,Junior Siavii,Oregon,DT,76.5,344,,5.18,31,24.5,93,4.84,7.93
2004,Kurt Sigler,Eastern Washington,C,77,306,,5.84,,24,93,4.72,8.09
2004,Justin Smiley,Alabama,OG,75.3,298,,5,19,32,111,4.41,7.72
2004,Antonio Smith,Oklahoma State,DE,75.4,274,,5.05,24,33,108,4.75,
2004,Daryl Smith,Georgia Tech,OLB,73.6,234,,4.67,24,,,,
2004,Freddie Smith,Georgia Tech,WR,73.6,234,,4.79,24,32.5,114,4.4,
2004,Keith Smith,McNeese State (LA),CB,71.5,201,,4.49,12,36.5,116,,
2004,Jeff Smoker,Michigan State,QB,75.1,223,23,4.95,,26.5,101,4.36,7.65
2004,Chris Snee,Boston College,OG,74.8,314,,5.1,29,30.5,104,4.66,7.75
2004,Shannon Snell,Florida,OG,76.4,316,,5.8,21,25.5,93,4.91,8.38
2004,Isaac Sopoaga,Hawaii,DT,74.3,317,,5,42,30.5,99,4.66,7.79
2004,Cody Spencer,North Texas,ILB,74.5,242,,4.67,27,34.5,116,4.08,6.94
2004,John Standeford,Purdue,WR,75.1,197,,4.63,,32.5,113,4.08,6.9
2004,Max Starks,Florida,OT,79,350,,5.43,21,27.5,98,4.65,7.88
2004,Randy Starks,Maryland,DT,75.4,314,,5.03,27,29.5,102,,
2004,Kendrick Starling,San Jose State,WR,72.6,193,,4.5,,31.5,119,3.87,6.88
2004,Alex Stepanovich,Ohio State,C,75.4,304,,5.26,,25.5,96,4.44,7.64
2004,Drew Strojny,Duke,OT,79.1,327,,5.38,,29.5,99,4.84,7.98
2004,Billy Strother,New Mexico,OLB,73,241,,4.68,,33,112,4.21,7.42
2004,Thomas Tapeh,Minnesota,FB,73.4,245,,4.77,23,32.5,114,4.52,7.65
2004,Greg Taplin,Michigan State,DE,77,267,,5.09,,33,115,,
2004,Craig Terrill,Purdue,DT,74.5,290,,5.23,28,26.5,100,4.1,7.39
2004,Jeb Terry,North Carolina,OG,77.3,313,,5.18,27,29,105,4.98,8.03
2004,Dontarrious Thomas,Auburn,OLB,74.5,241,,4.64,26,38.5,129,4,
2004,Joey Thomas,Montana State,CB,72.9,195,,4.46,17,38.5,122,3.88,6.82
2004,Chris Thompson,Nicholls State (LA),CB,72,189,,4.5,12,35,117,4.14,7.09
2004,Bruce Thornton,Georgia,CB,71,197,,4.5,,37.5,122,,
2004,Andrae Thurman,Southern Oregon,WR,71.3,192,,4.53,,34.5,121,4.3,7.31
2004,Deryck Toles,Penn State,OLB,71.8,224,,4.62,24,37,112,4.23,7.12
2004,Reggie Torbor,Auburn,DE,74.1,254,,4.7,16,34,120,4.46,7.48
2004,Daryl Towns,Nevada,OLB,73,224,,4.57,,37,112,4.25,7.15
2004,Marcus Tubbs,Texas,DT,76,321,,5.05,29,32.5,105,,
2004,Sean Tufts,Colorado,OLB,76.1,242,,4.66,21,34.5,118,3.94,6.94
2004,Michael Turner,Northern Illinois,RB,70.5,237,,4.49,22,31,114,4.15,7.5
2004,Bradlee Van Pelt,Colorado State,QB,74.3,231,25,4.96,,33.5,115,4.11,6.89
2004,Khaleed Vaughn,Clemson,DE,76.5,281,,5.02,14,31.5,113,4.35,7.38
2004,Michael Waddell,North Carolina,CB,70.9,187,,4.33,14,37.5,121,4.03,6.84
2004,Alex Wade,Duke,FB,72.4,248,,4.97,22,32.5,114,4.41,7.5
2004,Mike Walker,Minnesota-Morris,TE,76,254,,4.8,19,30,106,4.35,7.51
2004,Matt Ware,UCLA,FS,74.4,209,,4.54,15,,,,
2004,Donnell Washington,Clemson,DT,77.5,332,,5.03,34,31,109,4.88,7.8
2004,Rashad Washington,Kansas State,FS,74.1,223,,4.61,14,34,116,4.02,7.06
2004,Ben Watson,Georgia,TE,75.5,258,,4.52,34,35.5,123,4.11,7.38
2004,Courtney Watson,Notre Dame,OLB,73.4,237,,4.56,22,36.5,114,4.35,7.39
2004,Scott Wells,Tennessee,C,73.9,300,,5.26,31,31,109,4.35,7.56
2004,Travelle Wharton,South Carolina,OT,75.6,312,,5.12,,31.5,105,4.58,8.31
2004,Ernest Wilford,Virginia Tech,WR,75.6,226,,4.76,,40.5,130,4.17,
2004,Vince Wilfork,Miami (FL),DT,73.3,323,,5.21,36,,,,
2004,Corey Williams,Arkansas State,DT,76,313,,5.18,25,28,,4.55,7.97
2004,Demorrio Williams,Nebraska,OLB,72.8,232,,4.54,16,37,125,4.11,7.02
2004,Madieu Williams,Maryland,FS,72.4,193,,4.5,18,,125,,
2004,Quintin Williams,Wake Forest,FS,71.5,207,,4.61,21,37,122,4.09,7.28
2004,Shaud Williams,Alabama,RB,67.5,193,,4.71,15,34,114,4.15,7.01
2004,Virgil Williams,Washington State,SS,72.9,196,,4.66,11,,,,
2004,Keith Willis,Virginia Tech,TE,77.8,260,,5.03,21,,114,4.44,7.33
2004,George Wilson,Arkansas,WR,72.1,213,,4.6,,35,120,3.98,7.07
2004,Gibril Wilson,Tennessee,SS,72.1,197,,4.47,15,,120,,
2004,Kris Wilson,Pittsburgh,TE,74,248,,4.62,24,35,119,4.13,6.89
2004,Mark Wilson,California,OT,78.8,314,,5.38,24,28.5,108,4.49,7.53
2004,Quincy Wilson,West Virginia,RB,69.4,225,,4.6,26,33.5,118,4.36,7.68
2004,Travis Wilson,Kansas State,FB,75.5,256,,4.85,25,33,109,4.36,7.56
2004,Marcus Winn,Alabama State,SS,72.3,223,,4.86,21,,,,
2004,Kellen Winslow,Miami (FL),TE,75.9,251,,4.62,24,,120,,
2004,Jeff Womble,Florida State,DT,73.4,313,,5.36,18,28,,,
2004,Rashaun Woods,Oklahoma State,WR,74.1,202,,4.54,,39,125,3.97,6.93
2004,Renaldo Works,Oklahoma,RB,72,222,,4.72,21,30.5,115,4.09,7.25
2004,Jason Wright,Northwestern,RB,70.4,210,,4.66,,30,111,4.12,7.35
2004,Dexter Wynn,Colorado State,CB,69.3,175,,4.49,13,39,123,3.9,6.7
