Year,Name,College,POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Win-Loss Record,Round,Pick,Team,Age,To,AP1,PB,St,CarAV,DrAV,Solo,Int,Sacks,Drafted,Solos_Per_Year,Ints_Per_Year,Sacks_Per_Year,Solos_Per_Game
2006.0,Calvin Lowry,Penn State,SS,71.0,200.0,4.58,15.0,36.0,120.0,4.2,7.16,11-1-0,4.0,102.0,TEN,23.0,2008.0,0.0,0.0,0.0,7.0,6.0,68.0,2.0,0.0,D,34.0,1.0,0.0,2.125
2006.0,Jesse Mahelona,Tennessee,DT,72.5,311.0,4.711276595744682,21.839506172839506,36.32222222222222,118.71428571428571,4.269615384615386,7.201733333333333,5-6-0,5.0,169.0,TEN,23.0,2007.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,1.0,D,16.0,0.0,1.0,1.0
2006.0,Danieal Manning,Abilene Christian (TX),CB,70.75,202.0,4.5,17.0,39.0,123.0,4.07,7.23,,2.0,42.0,CHI,24.0,2014.0,0.0,0.0,6.0,37.0,22.0,435.0,11.0,4.0,D,54.38,1.38,0.5,3.39875
2006.0,Richard Marshall,Frenso State (CA),CB,71.13,189.0,4.46,12.0,37.0,129.0,4.16,6.65,,2.0,58.0,CAR,21.0,2014.0,0.0,0.0,3.0,32.0,24.0,526.0,18.0,7.0,D,65.75,2.25,0.88,4.109375
2006.0,Derrick Martin,Wyoming,CB,70.0,202.0,4.54,17.0,40.0,127.0,3.95,6.72,4-7-0,6.0,208.0,BAL,21.0,2013.0,0.0,0.0,0.0,6.0,3.0,77.0,3.0,1.0,D,11.0,0.43,0.14,0.6875
2006.0,Marcus Maxey,Miami (FL),CB,73.5,198.0,4.5,14.0,41.5,129.0,4.269615384615386,7.201733333333333,9-3-0,5.0,154.0,KAN,23.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,Dee McCann,West Virginia,CB,71.25,197.0,4.54,21.839506172839506,40.5,122.0,4.38,7.35,11-1-0,6.0,179.0,DET,,2006.0,0.0,0.0,0.0,,,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,John McCargo,North Carolina State,DT,73.5,302.0,5.19,25.0,30.5,110.0,4.48,7.79,7-5-0,1.0,26.0,BUF,23.0,2011.0,0.0,0.0,0.0,3.0,3.0,35.0,0.0,2.5,D,7.0,0.0,0.5,0.4375
2006.0,Stanley McClover,Auburn,DE,74.38,262.0,4.72,19.0,39.0,114.0,4.5,7.87,9-3-0,7.0,237.0,CAR,21.0,2008.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,D,3.5,0.0,0.5,0.21875
2006.0,Tim McGarigle,Northwestern,ILB,72.63,242.0,4.78,21.839506172839506,38.0,118.0,4.07,7.09,7-5-0,7.0,221.0,STL,22.0,2007.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,D,6.0,0.0,0.0,0.375
2006.0,Gerrick McPhearson,Maryland,CB,70.13,196.0,4.46,18.0,41.5,129.0,4.269615384615386,7.201733333333333,5-6-0,7.0,232.0,NYG,,2006.0,0.0,0.0,0.0,,,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,Jeremy Mincey,Florida,DE,75.5,259.0,4.78,27.0,33.5,116.0,4.25,6.99,9-3-0,6.0,191.0,NWE,22.0,2015.0,0.0,0.0,4.0,30.0,,152.0,1.0,26.0,D,16.89,0.11,2.89,1.055625
2006.0,DeMario Minter,Georgia,CB,71.13,190.0,4.54,10.0,38.5,131.0,4.1,6.87,10-3-0,5.0,152.0,CLE,,2006.0,0.0,0.0,0.0,,,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,Terna Nande,Miami (OH),OLB,72.13,232.0,4.55,41.0,39.0,124.0,4.11,6.97,7-4-0,5.0,137.0,TEN,23.0,2006.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,D,1.0,0.0,0.0,1.0
2006.0,Haloti Ngata,Oregon,DT,76.13,338.0,5.18,37.0,31.5,110.0,4.65,7.95,10-2-0,1.0,12.0,BAL,22.0,2018.0,2.0,5.0,12.0,99.0,91.0,329.0,5.0,32.5,D,27.42,0.42,2.71,1.71375
2006.0,A.J. Nicholson,Florida State,OLB,72.75,252.0,4.9,25.0,36.32222222222222,116.0,4.43,7.37,8-5-0,5.0,157.0,CIN,23.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,Rob Ninkovich,Purdue,DE,75.13,260.0,4.93,23.0,34.5,116.0,4.18,6.96,5-6-0,5.0,135.0,NOR,22.0,2016.0,0.0,0.0,7.0,50.0,0.0,273.0,5.0,46.0,D,27.3,0.5,4.6,1.70625
2006.0,Melvin Oliver,Louisiana State,DE,74.75,276.0,4.711276595744682,21.839506172839506,36.32222222222222,118.71428571428571,4.269615384615386,7.201733333333333,11-2-0,6.0,197.0,SFO,23.0,2006.0,0.0,0.0,1.0,6.0,6.0,35.0,0.0,1.0,D,35.0,0.0,1.0,35.0
2006.0,Babatunde Oshinowo,Stanford,DT,73.63,304.0,5.32,33.0,32.0,105.0,4.54,7.87,5-6-0,6.0,181.0,CLE,23.0,2007.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,D,2.0,0.0,0.0,0.125
2006.0,Chase Page,North Carolina,DT,76.5,290.0,4.711276595744682,21.839506172839506,36.32222222222222,118.71428571428571,4.269615384615386,7.201733333333333,5-6-0,7.0,225.0,SDG,23.0,2007.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,D,4.0,0.0,0.0,0.25
2006.0,Jarrad Page,UCLA,SS,72.38,239.0,4.64,21.839506172839506,38.0,127.0,4.14,6.68,10-2-0,7.0,228.0,KAN,21.0,2011.0,0.0,0.0,2.0,18.0,16.0,190.0,12.0,1.0,D,38.0,2.4,0.2,2.375
2006.0,Domata Peko,Michigan State,DT,74.75,307.0,5.28,25.0,28.5,103.0,4.49,7.69,5-6-0,4.0,123.0,CIN,21.0,2019.0,0.0,0.0,12.0,67.0,59.0,315.0,0.0,20.0,D,24.23,0.0,1.54,1.514375
2006.0,Charlie Peprah,Alabama,SS,70.88,206.0,4.7,15.0,37.5,119.0,4.09,6.81,10-2-0,5.0,158.0,NYG,23.0,2012.0,0.0,0.0,2.0,11.0,,142.0,8.0,0.0,D,23.67,1.33,0.0,1.479375
2006.0,Justin Phinisee,Oregon,SS,70.5,198.0,4.711276595744682,21.839506172839506,36.32222222222222,118.71428571428571,4.269615384615386,7.201733333333333,10-2-0,7.0,235.0,TAM,,2006.0,0.0,0.0,0.0,,,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,David Pittman,Northwestern State (LA),CB,71.25,182.0,4.49,14.0,36.0,128.0,4.23,7.201733333333333,,3.0,87.0,BAL,22.0,2007.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,0.0,D,9.0,2.0,0.0,0.5625
2006.0,Bernard Pollard,Purdue,SS,73.63,224.0,4.6,21.839506172839506,36.5,131.0,4.269615384615386,7.201733333333333,5-6-0,2.0,54.0,KAN,21.0,2014.0,0.0,0.0,7.0,36.0,11.0,553.0,12.0,10.5,D,69.12,1.5,1.31,4.32
2006.0,Frostee Rucker,Southern California,DE,75.25,267.0,4.94,21.839506172839506,29.5,110.0,4.269615384615386,7.201733333333333,12-1-0,3.0,91.0,CIN,22.0,2018.0,0.0,0.0,5.0,41.0,10.0,201.0,1.0,21.5,D,16.75,0.08,1.79,1.046875
2006.0,T.J. Rushing,Stanford,CB,70.38,180.0,4.711276595744682,21.839506172839506,36.32222222222222,118.71428571428571,4.269615384615386,7.201733333333333,5-6-0,7.0,238.0,IND,23.0,2009.0,0.0,0.0,0.0,3.0,3.0,26.0,0.0,0.0,D,8.67,0.0,0.0,0.541875
2006.0,DeMeco Ryans,Alabama,OLB,73.25,236.0,4.67,23.0,39.0,129.0,4.17,7.19,10-2-0,2.0,33.0,HOU,22.0,2015.0,0.0,2.0,8.0,57.0,38.0,735.0,7.0,13.5,D,81.67,0.78,1.5,5.104375
2006.0,Nate Salley,Ohio State,FS,73.75,216.0,4.64,14.0,40.0,123.0,4.15,6.79,10-2-0,4.0,121.0,CAR,22.0,2008.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,D,4.5,0.0,0.0,0.28125
2006.0,Anthony Schlegel,Ohio State,ILB,72.5,250.0,4.86,21.0,32.0,111.0,4.38,7.41,10-2-0,3.0,76.0,NYJ,25.0,2007.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,D,21.0,0.0,0.0,1.3125
2006.0,Kevin Simon,Tennessee,OLB,70.0,235.0,4.93,26.0,28.0,103.0,4.32,7.69,5-6-0,7.0,250.0,WAS,,2006.0,0.0,0.0,0.0,,,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,Ko Simpson,South Carolina,FS,73.0,209.0,4.45,11.0,40.5,122.0,4.17,7.09,7-5-0,4.0,105.0,BUF,22.0,2009.0,0.0,0.0,2.0,13.0,11.0,129.0,3.0,1.0,D,43.0,1.0,0.33,2.6875
2006.0,Ernie Sims,Florida State,OLB,71.13,231.0,4.56,25.0,41.0,125.0,4.22,7.31,8-5-0,1.0,9.0,DET,21.0,2013.0,0.0,0.0,4.0,30.0,19.0,420.0,1.0,5.5,D,60.0,0.14,0.79,3.75
2006.0,Anthony Smith,Syracuse,FS,72.13,194.0,4.71,18.0,41.0,125.0,4.35,6.75,1-10-0,3.0,83.0,PIT,22.0,2011.0,0.0,0.0,1.0,12.0,8.0,146.0,7.0,0.0,D,29.2,1.4,0.0,1.825
2006.0,Eric Smith,Michigan State,SS,73.0,209.0,4.63,21.0,40.0,127.0,4.1,6.89,5-6-0,3.0,97.0,NYJ,23.0,2012.0,0.0,0.0,1.0,16.0,16.0,225.0,6.0,3.5,D,37.5,1.0,0.58,2.34375
2006.0,Montavious Stanley,Louisville,DT,74.13,313.0,5.18,21.839506172839506,29.0,106.0,4.6,8.06,9-3-0,6.0,182.0,DAL,24.0,2009.0,0.0,0.0,0.0,5.0,,46.0,0.0,1.5,D,15.33,0.0,0.5,0.958125
2006.0,Darryl Tapp,Virginia Tech,DE,73.63,252.0,4.86,27.0,33.0,109.0,4.48,7.31,11-2-0,2.0,63.0,SEA,21.0,2017.0,0.0,0.0,2.0,30.0,21.0,262.0,2.0,29.0,D,23.82,0.18,2.64,1.48875
2006.0,Spencer Toone,Utah,OLB,73.13,235.0,4.711276595744682,21.839506172839506,36.32222222222222,118.71428571428571,4.269615384615386,7.201733333333333,7-5-0,7.0,245.0,TEN,26.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,Stephen Tulloch,North Carolina State,ILB,70.75,241.0,4.93,27.0,33.5,113.0,4.15,7.19,7-5-0,4.0,116.0,TEN,21.0,2016.0,0.0,0.0,7.0,50.0,21.0,683.0,5.0,14.5,D,68.3,0.5,1.45,4.26875
2006.0,Vickiel Vaughn,Arkansas,FS,71.63,208.0,4.711276595744682,21.839506172839506,36.32222222222222,118.71428571428571,4.269615384615386,7.201733333333333,4-7-0,7.0,254.0,SFO,,2006.0,0.0,0.0,0.0,,,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0
2006.0,Pat Watkins,Florida State,FS,76.75,211.0,4.48,14.0,41.0,133.0,4.269615384615386,7.201733333333333,8-5-0,5.0,138.0,DAL,23.0,2010.0,0.0,0.0,1.0,7.0,7.0,104.0,4.0,0.0,D,26.0,1.0,0.0,1.625
2006.0,Gabe Watson,Michigan,DT,75.5,339.0,5.29,36.0,25.0,96.0,4.8,8.28,7-5-0,4.0,107.0,ARI,22.0,2010.0,0.0,0.0,1.0,12.0,12.0,81.0,0.0,2.0,D,20.25,0.0,0.5,1.265625
2006.0,Dee Webb,Florida,CB,70.75,183.0,4.45,21.839506172839506,36.5,121.0,4.269615384615386,7.201733333333333,9-3-0,7.0,236.0,JAX,21.0,2006.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,D,15.0,1.0,0.0,15.0
2006.0,Donte Whitner,Ohio State,SS,70.1,204.0,4.44,18.0,40.0,132.0,4.269615384615386,7.201733333333333,10-2-0,1.0,8.0,BUF,21.0,2016.0,0.0,2.0,10.0,48.0,18.0,668.0,11.0,3.0,D,66.8,1.1,0.3,4.175
