Year,Name,College,POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Win-Loss Record,Round,Pick,Team,Age,To,AP1,PB,St,CarAV,DrAV,Solo,Int,Sacks,Drafted
2007.0,Earl Everett,Florida,OLB,74.5,238.0,4.89,19.0,32.0,113.0,,,9-3-0,,,,,,,,,,,,,,U
2007.0,KaMichael Hall,Georgia Tech,OLB,72.0,228.0,4.78,,33.0,111.0,4.62,7.5,7-5-0,,,,,,,,,,,,,,U
2007.0,Nate Harris,Louisville,OLB,72.38,230.0,4.65,26.0,32.0,107.0,4.52,7.19,9-3-0,,,,,,,,,,,,,,U
2007.0,Justin Hickman,UCLA,OLB,73.38,254.0,4.79,23.0,29.5,115.0,4.43,7.06,10-2-0,,,,,,,,,,,,,,U
2007.0,Daymeion Hughes,California,CB,70.13,190.0,4.68,16.0,28.5,114.0,4.43,7.28,8-4-0,,,,,,,,,,,,,,U
2007.0,DeAndre Jackson,Iowa State,CB,71.38,193.0,,14.0,,,,,7-5-0,,,,,,,,,,,,,,U
2007.0,Xzavie Jackson,Missouri,DE,74.75,278.0,5.01,18.0,33.0,110.0,,,7-5-0,,,,,,,,,,,,,,U
2007.0,Rory Johnson,Mississippi,OLB,72.13,232.0,4.6,19.0,38.0,116.0,4.07,,3-8-0,,,,,,,,,,,,,,U
2007.0,Edgar Jones,Southeast Missouri State,DE,75.13,263.0,,,,,,,,,,,,,,,,,,,,,U
2007.0,Zach Latimer,Oklahoma,ILB,73.75,237.0,4.81,19.0,34.0,109.0,4.45,7.27,8-4-0,,,,,,,,,,,,,,U
2007.0,Reggie Lewis,Florida,CB,70.0,204.0,4.57,14.0,34.0,119.0,,7.13,9-3-0,,,,,,,,,,,,,,U
2007.0,Chinedum Ndukwe,Notre Dame,FS,73.75,206.0,4.5,15.0,37.5,,,,9-3-0,,,,,,,,,,,,,,U
2007.0,J.D. Nelson,Oregon,FS,71.38,207.0,4.86,,32.5,111.0,4.53,7.29,10-2-0,,,,,,,,,,,,,,U
2007.0,Sam Olajubutu,Arkansas,OLB,68.75,227.0,4.79,24.0,34.5,118.0,4.34,7.33,4-7-0,,,,,,,,,,,,,,U
2007.0,Marcus Paschal,Iowa,FS,72.25,201.0,4.67,15.0,33.0,,4.72,7.31,7-5-0,,,,,,,,,,,,,,U
2007.0,David Patterson,Ohio State,DT,74.13,285.0,5.12,21.0,32.5,118.0,4.43,7.47,10-2-0,,,,,,,,,,,,,,U
2007.0,Leonard Peters,Hawaii,FS,73.13,210.0,4.81,21.0,32.5,110.0,,7.49,5-7-0,,,,,,,,,,,,,,U
2007.0,Blair Phillips,Oregon,ILB,73.13,243.0,4.89,23.0,30.5,106.0,4.48,7.01,10-2-0,,,,,,,,,,,,,,U
2007.0,Geoff Pope,Howard (DC),CB,71.63,186.0,,,,,,,,,,,,,,,,,,,,,U
2007.0,Kenny Scott,Georgia Tech,CB,72.88,179.0,4.4,10.0,40.0,127.0,,,7-5-0,,,,,,,,,,,,,,U
2007.0,Andrew Shanle,Nebraska,FS,72.75,212.0,,,,,,,8-4-0,,,,,,,,,,,,,,U
2007.0,Brandon Sharp,Louisville,FS,70.0,194.0,4.62,18.0,37.5,,,,9-3-0,,,,,,,,,,,,,,U
2007.0,Juwan Simpson,Alabama,OLB,74.38,225.0,4.57,15.0,34.5,123.0,4.42,7.22,10-2-0,,,,,,,,,,,,,,U
2007.0,Bo Smith,Weber State (UT),CB,70.25,193.0,4.48,14.0,33.5,,,,,,,,,,,,,,,,,,U
2007.0,Tony Taylor,Georgia,OLB,72.5,236.0,4.95,26.0,32.0,108.0,4.36,7.17,10-3-0,,,,,,,,,,,,,,U
2007.0,Justin Warren,Texas A&M,ILB,74.63,245.0,4.92,16.0,29.5,115.0,,,5-6-0,,,,,,,,,,,,,,U
2007.0,Chaz Williams,Louisiana-Monroe,CB,71.13,196.0,4.75,13.0,32.5,108.0,,,5-6-0,,,,,,,,,,,,,,U
2008.0,Husain Abdullah,Washington State,FS,71.88,204.0,4.69,16.0,32.5,115.0,,7.07,4-7-0,,,,,,,,,,,,,,U
2008.0,Jamar Adams,Michigan,SS,74.0,212.0,4.63,,34.0,121.0,4.49,6.9,7-5-0,,,,,,,,,,,,,,U
2008.0,Steve Allen,West Texas A&M,ILB,72.5,236.0,4.91,17.0,,111.0,,,,,,,,,,,,,,,,,U
2008.0,Eric Bakhtiari,San Diego,DE,75.13,259.0,,,,,,,,,,,,,,,,,,,,,U
2008.0,Tommy Blake,Texas Christian,DE,74.75,281.0,,,,,,,11-1-0,,,,,,,,,,,,,,U
2008.0,Brian Bonner,Texas Christian,SS,70.88,196.0,4.69,17.0,31.0,113.0,4.43,7.21,11-1-0,,,,,,,,,,,,,,U
2008.0,Barry Booker,Virginia Tech,DT,75.75,285.0,,24.0,,,,,11-2-0,,,,,,,,,,,,,,U
2008.0,Titus Brown,Mississippi State,OLB,74.5,246.0,,18.0,,,,,3-8-0,,,,,,,,,,,,,,U
2008.0,Ezra Butler,Nevada,OLB,73.5,245.0,,,,,,,9-3-0,,,,,,,,,,,,,,U
2008.0,Simeon Castille,Alabama,FS,72.38,195.0,4.73,,31.5,119.0,4.36,7.07,10-2-0,,,,,,,,,,,,,,U
2008.0,George Chukwu,Rice (TX),DT,72.75,312.0,,,,,,,1-10-0,,,,,,,,,,,,,,U
2008.0,Joe Clermond,Pittsburgh,DE,73.88,249.0,5.17,20.0,25.5,107.0,4.73,7.61,5-6-0,,,,,,,,,,,,,,U
2008.0,Johnny Dingle,West Virginia,DE,73.38,265.0,4.98,23.0,,108.0,,,11-1-0,,,,,,,,,,,,,,U
2008.0,Marcus Dixon,Hampton (VA),DE,76.0,292.0,5.27,21.0,26.0,111.0,4.67,7.58,,,,,,,,,,,,,,,U
2008.0,Jo-Lonn Dunbar,Boston College,ILB,72.5,231.0,4.84,19.0,27.0,112.0,,,9-3-0,,,,,,,,,,,,,,U
2008.0,Curtis Gatewood,Vanderbilt,OLB,74.0,248.0,4.78,22.0,28.5,111.0,4.22,6.9,5-6-0,,,,,,,,,,,,,,U
2008.0,Jeremy Geathers,Nevada Las Vegas,DE,74.13,256.0,5.0,29.0,28.0,105.0,4.49,7.28,,,,,,,,,,,,,,,U
2008.0,Wallace Gilberry,Alabama,DE,74.25,268.0,4.99,19.0,,,,,10-2-0,,,,,,,,,,,,,,U
2008.0,Michael Grant,Arkansas,CB,70.25,186.0,4.41,14.0,30.5,116.0,4.1,7.08,4-7-0,,,,,,,,,,,,,,U
2008.0,Marcus Griffin,Texas,FS,70.25,201.0,4.81,13.0,31.5,119.0,4.32,7.09,13-0-0,,,,,,,,,,,,,,U
2008.0,Gary Guyton,Georgia Tech,OLB,73.63,245.0,4.57,15.0,36.5,126.0,4.42,7.07,7-5-0,,,,,,,,,,,,,,U
2008.0,Vince Hall,Virginia Tech,ILB,71.0,232.0,,,,,,,11-2-0,,,,,,,,,,,,,,U
2008.0,Rudolph Hardie,Howard (DC),DE,74.38,270.0,,,,,,,,,,,,,,,,,,,,,U
2008.0,Jonathan Hefney,Tennessee,FS,67.88,190.0,4.55,14.0,29.0,117.0,4.44,7.1,5-6-0,,,,,,,,,,,,,,U
2008.0,Erin Henderson,Maryland,OLB,74.75,244.0,4.8,23.0,31.0,113.0,4.5,7.16,5-6-0,,,,,,,,,,,,,,U
2008.0,Ali Highsmith,Louisiana State,OLB,71.63,230.0,5.02,,26.5,112.0,4.29,7.4,11-2-0,,,,,,,,,,,,,,U
2008.0,Louis Holmes,Arizona,DE,75.63,263.0,4.88,,32.5,121.0,,7.33,3-8-0,,,,,,,,,,,,,,U
2008.0,Curtis Johnson,Clark Atlanta,OLB,74.63,242.0,4.69,25.0,26.0,,,,,,,,,,,,,,,,,,U
2008.0,Ernest Jones,North Carolina State,OLB,74.13,225.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2008.0,Dennis Keyes,UCLA,FS,72.63,205.0,4.69,15.0,30.5,112.0,4.41,7.25,10-2-0,,,,,,,,,,,,,,U
2008.0,Patrick Lee,Auburn,CB,72.0,200.0,4.45,15.0,31.0,120.0,4.3,7.07,9-3-0,,,,,,,,,,,,,,U
2008.0,Durell Mapp,North Carolina,OLB,72.88,227.0,4.74,27.0,,,,,5-6-0,,,,,,,,,,,,,,U
2008.0,Bryan Mattison,Iowa,DE,74.88,290.0,5.09,26.0,24.5,112.0,4.7,7.61,7-5-0,,,,,,,,,,,,,,U
2008.0,Jameel McClain,Syracuse,ILB,72.75,249.0,4.8,24.0,26.0,110.0,4.31,7.12,1-10-0,,,,,,,,,,,,,,U
2008.0,James McClinton,Kansas,DT,72.0,293.0,5.54,23.0,21.5,97.0,4.73,7.5,7-5-0,,,,,,,,,,,,,,U
2008.0,Justin McKinney,Kansas State,CB,69.38,188.0,4.61,11.0,29.5,109.0,,,5-6-0,,,,,,,,,,,,,,U
2008.0,Ogemdi Nwagbuo,Michigan State,DT,75.13,300.0,,,,,,,5-6-0,,,,,,,,,,,,,,U
2008.0,Steve Octavien,Nebraska,OLB,71.63,238.0,4.74,26.0,29.5,118.0,,,8-4-0,,,,,,,,,,,,,,U
2008.0,Chase Ortiz,Texas Christian,DE,74.0,249.0,4.91,24.0,29.5,108.0,4.23,7.03,11-1-0,,,,,,,,,,,,,,U
2008.0,D.J. Parker,Virginia Tech,FS,71.25,192.0,4.63,19.0,29.0,111.0,4.44,6.94,11-2-0,,,,,,,,,,,,,,U
2008.0,Marcus Richardson,Troy (AL),OLB,72.0,235.0,,,,,,,4-7-0,,,,,,,,,,,,,,U
2008.0,Matterral Richardson,Arkansas,CB,71.0,194.0,4.76,14.0,,114.0,4.36,7.01,4-7-0,,,,,,,,,,,,,,U
2008.0,David Roach,Texas Christian,FS,72.38,210.0,4.56,16.0,38.0,123.0,4.15,6.88,11-1-0,,,,,,,,,,,,,,U
2008.0,Darrell Robertson,Georgia Tech,DE,75.88,255.0,,,,,,,7-5-0,,,,,,,,,,,,,,U
2008.0,Jamie Silva,Boston College,SS,70.75,204.0,4.87,,31.5,112.0,,,9-3-0,,,,,,,,,,,,,,U
2008.0,Matthew Slater,Texas,FS,70.63,195.0,,,,,,,13-0-0,,,,,,,,,,,,,,U
2008.0,Dorian Smith,Oregon State,DE,73.5,264.0,5.07,24.0,27.5,105.0,4.73,7.52,5-6-0,,,,,,,,,,,,,,U
2008.0,Brandon Sumrall,Southern Mississippi,CB,69.88,195.0,4.67,,30.5,123.0,4.1,6.76,7-5-0,,,,,,,,,,,,,,U
2008.0,Darnell Terrell,Missouri,CB,73.75,203.0,4.49,15.0,34.0,125.0,,,7-5-0,,,,,,,,,,,,,,U
2008.0,Marcus Walker,Oklahoma,CB,70.38,191.0,4.57,,35.5,122.0,4.07,6.8,8-4-0,,,,,,,,,,,,,,U
2008.0,Nehemiah Warrick,Michigan State,FS,72.88,211.0,4.58,16.0,29.5,119.0,4.09,6.98,5-6-0,,,,,,,,,,,,,,U
2008.0,Nick Watkins,Clemson,OLB,72.5,223.0,4.8,17.0,25.0,108.0,4.72,7.97,8-4-0,,,,,,,,,,,,,,U
2008.0,Bobbie Williams,Bethune-Cookman (FL),FS,72.25,214.0,,,,,,,,,,,,,,,,,,,,,U
2008.0,D.J. Wolfe,Oklahoma,SS,71.13,207.0,4.66,,28.0,112.0,4.32,7.02,8-4-0,,,,,,,,,,,,,,U
2008.0,Wesley Woodyard,Kentucky,OLB,72.4,227.0,4.53,,30.0,118.0,4.25,7.15,3-8-0,,,,,,,,,,,,,,U
2008.0,Jonathan Zenon,Louisiana State,CB,71.8,191.0,4.64,,33.0,,,,11-2-0,,,,,,,,,,,,,,U
